InstrumentName,Date,Yield
ICE_Bofa_US_HighYield,2021-08-11,4.26
ICE_Bofa_US_HighYield,2021-08-12,4.24
ICE_Bofa_US_HighYield,2021-08-13,4.22
ICE_Bofa_US_HighYield,2021-08-16,4.20
ICE_Bofa_US_HighYield,2021-08-17,4.20
ICE_Bofa_US_HighYield,2021-08-18,4.19
ICE_Bofa_US_HighYield,2021-08-19,4.24
ICE_Bofa_US_HighYield,2021-08-20,4.21
ICE_Bofa_US_HighYield,2021-08-23,4.17
ICE_Bofa_US_HighYield,2021-08-24,4.12
ICE_Bofa_US_HighYield,2021-08-25,4.10
ICE_Bofa_US_HighYield,2021-08-26,4.09
ICE_Bofa_US_HighYield,2021-08-27,4.02
ICE_Bofa_US_HighYield,2021-08-30,3.99
ICE_Bofa_US_HighYield,2021-08-31,4.07
ICE_Bofa_US_HighYield,2021-09-01,4.05
ICE_Bofa_US_HighYield,2021-09-02,4.02
ICE_Bofa_US_HighYield,2021-09-03,4.01
ICE_Bofa_US_HighYield,2021-09-06,4.00
ICE_Bofa_US_HighYield,2021-09-07,4.06
ICE_Bofa_US_HighYield,2021-09-08,4.04
ICE_Bofa_US_HighYield,2021-09-09,4.01
ICE_Bofa_US_HighYield,2021-09-10,4.00
ICE_Bofa_US_HighYield,2021-09-13,3.97
ICE_Bofa_US_HighYield,2021-09-14,3.95
ICE_Bofa_US_HighYield,2021-09-15,3.94
ICE_Bofa_US_HighYield,2021-09-16,3.96
ICE_Bofa_US_HighYield,2021-09-17,3.96
ICE_Bofa_US_HighYield,2021-09-20,4.11
ICE_Bofa_US_HighYield,2021-09-21,4.06
ICE_Bofa_US_HighYield,2021-09-22,4.00
ICE_Bofa_US_HighYield,2021-09-23,4.00
ICE_Bofa_US_HighYield,2021-09-24,4.05
ICE_Bofa_US_HighYield,2021-09-27,4.09
ICE_Bofa_US_HighYield,2021-09-28,4.17
ICE_Bofa_US_HighYield,2021-09-29,4.14
ICE_Bofa_US_HighYield,2021-09-30,4.21
ICE_Bofa_US_HighYield,2021-10-01,4.20
ICE_Bofa_US_HighYield,2021-10-04,4.23
ICE_Bofa_US_HighYield,2021-10-05,4.22
